Genre
Science Fiction
Fantasy
Mystery
Thriller
Romance
Horror
Historical Fiction
Biography
Dystopian
Adventure
Comedy
Classic
Non-Fiction
Self-Help
Poetry
Young Adult
Children's Fiction
Memoir
True Crime
Political Thriller
Paranormal Romance
Urban Fantasy
High Fantasy
Epic Fantasy
Steampunk
Cyberpunk
Space Opera
Military Science Fiction
Hard Science Fiction
Cozy Mystery
Legal Thriller
Psychological Thriller
Suspense
Gothic Fiction
Magical Realism
Satire
Graphic Novel
Cookbook
History
Science
Philosophy
Travel
Business
Psychology
Parenting
Humor
Western
Literary Fiction
Contemporary Fiction
Action
Mythology
Fairy Tale
Absurdist Fiction

Action Comedy

Action Thriller

Adapted Novelization

African American Literature

Afrofuturism

Allegorical Fiction

Alternate History

Animal Fiction

Anthropological Fiction

Apocalyptic Fiction

Archaeological Thriller

Aristocratic Romance

Autobiographical Fiction

Beat Literature

Bible Fiction

Biopunk

Black Comedy

Campus Novel

Chivalric Romance

Christian Fiction

Christian Romance

Christian Thriller

Classic Adventure

Classic Horror

Classic Romance

Colonial Literature

Coming-of-Age

Conspiracy Thriller

Contemporary Romance

Contemporary Thriller

Courtroom Drama

Crime Drama

Crime Noir

Crime Procedural

Crime Thriller

Dark Academia

Dark Comedy

Dark Fantasy

Dark Romance

Detective Fiction

Detective Noir

Disaster Fiction

Domestic Fiction

Domestic Thriller

Dramedy (Drama-Comedy)

Eco-Fiction

Eco-Thriller

Elegy (Poetic Genre)

Environmental Fiction

Epic Poetry

Epic Romance

Erotic Fiction

Erotic Horror

Erotic Romance

Espionage Fiction

Espionage Thriller

Experimental Fiction

Expressionist Literature

Fairy Tale Retelling

Family Drama

Fan Fiction

Feminist Fiction

Feminist Literature

Fictional Diary

Fictional Letters (Epistolary)

Flash Fiction

Folklore Retelling

Forensic Thriller

Friendship Fiction

Futuristic Fiction

Gay Fiction

Gender Studies Literature

Gentleman’s Adventure

Ghost Stories

Gothic Romance

Hard-Boiled Fiction

Hard-Boiled Mystery

Heroic Fantasy

Hero’s Journey Fiction

Historical Adventure

Historical Biography

Historical Crime

Historical Drama

Historical Mystery

Historical Romance

Historical Thriller

Holiday Fiction

Horror Comedy

Horror Mystery

Horror Thriller

Immigrant Literature

Inspirational Fiction

Inspirational Memoir

Interwar Literature

Juvenile Fiction

Kitchen-Sink Drama

Legal Drama

Lesbian Fiction

Light Novel (Japanese)

Literary Memoir

Literary Satire

Low Fantasy

Mafia Fiction

Mafia Thriller

Male Protagonist Romance

Maritime Fiction

Marriage Fiction

Martial Arts Fiction

Medical Drama

Medical Thriller

Medieval Fantasy

Metafiction

Middle-Grade Fiction

Military Adventure

Modernist Literature

Monster Fiction

Moral Allegory

Multicultural Fiction

Murder Mystery

Myth Retelling

Mythopoeia

Native American Literature

Neo-Noir Fiction

New Adult Fiction

New Journalism

New Weird Fiction

Newspaper Novel

Noir Thriller

Norse Mythology Fiction

Occult Fiction

Occult Thriller

Office Comedy

Old West Fiction

Opera Fiction

Outlaw Western

Pandemic Fiction

Pastoral Literature

Philosophical Fiction

Philosophical Thriller

Picaresque Fiction

Pioneer Fiction

Pirate Adventure

Platonic Romance

Police Procedural

Political Fiction

Political Memoir

Political Satire

Pop Culture Non-Fiction

Post-Apocalyptic Fiction

Post-Colonial Fiction

Postmodern Fiction

Prison Fiction

Procedural Thriller

Proletarian Literature

Psychological Drama

